Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Nicki Stream Team,@nickistreamteam,2024-04-02T02:37:17.000Z,False,Nicki has arrived on stage in #GagCityDC,17,247,1.9K,79K,['#GagCityDC'],[],[],https://pbs.twimg.com/profile_images/1749607354155290624/B-r4iFFd_normal.jpg,https://twitter.com/nickistreamteam/status/1774989452261179396,tweet_id:1774989452261179396
billboard,@billboard,2024-04-02T15:22:03.000Z,True,.@taylorswift13's Songwriting and Production Analyzed: 13 Secrets to Her Chart Success,6,184,831,43K,[],['@taylorswift13'],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775181912971112838,tweet_id:1775181912971112838
Pop Tingz,@ThePopTingz,2024-04-03T06:05:48.000Z,True,Shakira is set to appear on ‘Hot Ones’ this Thursday.,15,102,711,14K,[],[],[],https://pbs.twimg.com/profile_images/1565676819730276359/53Pb7UYR_normal.jpg,https://twitter.com/ThePopTingz/status/1775404315844186569,tweet_id:1775404315844186569
Film Updates,@FilmUpdates,2024-04-03T00:53:13.000Z,True,"‘JOKER: FOLIE À DEUX’ has been rated R for “some strong violence, language throughout, some sexuality, and brief full nudity.”

In theaters October 4, 2024.",61,368,2.8K,162K,[],[],[],https://pbs.twimg.com/profile_images/1339620577523462147/8Sb_cCzd_normal.jpg,https://twitter.com/FilmUpdates/status/1775325651538784364,tweet_id:1775325651538784364
chart data,@chartdata,2024-04-03T19:13:02.000Z,True,".@katyperry's ""Never Really Over"" is now certified Diamond in Brazil.",88,449,3.8K,108K,[],['@katyperry'],[],https://pbs.twimg.com/profile_images/1342086006149791750/Ar0drcXS_normal.jpg,https://twitter.com/chartdata/status/1775602427351154725,tweet_id:1775602427351154725
Toby Pohlen,@TobyPhln,2024-04-03T18:06:07.000Z,True,"We're looking for a designer/frontend engineer to join the London team. If you're great at UI design and you can implement your designs in React, please apply so we can pixel-peep together.",54,62,270,35K,[],[],[],https://pbs.twimg.com/profile_images/1622216308723957769/uP-yIOwh_normal.jpg,https://twitter.com/TobyPhln/status/1775585589548482656,tweet_id:1775585589548482656
mikasa ackerman,@EdwardRiot,2024-04-02T22:24:34.000Z,False,Yo defendiendo cualquier cosa que diga o haga Shakira:,18,119,545,16K,[],[],[],https://pbs.twimg.com/profile_images/1565112452727046144/cjUfNax__normal.jpg,https://twitter.com/EdwardRiot/status/1775288239001051557,tweet_id:1775288239001051557
shakirastuff | fan account,@shakirastuff_,2024-04-03T10:00:00.000Z,True,"“(Entre Paréntesis)” by Shakira and Grupo Frontera has reached 10 million views on YouTube, but deserves waayyyyyy more. 🤠 Watch → http://youtu.be/PEgoHBnZXzE",0,42,338,5.1K,[],[],['\\U0001f920'],https://pbs.twimg.com/profile_images/1759340944015478784/qXQn_3AL_normal.jpg,https://twitter.com/shakirastuff_/status/1775463252174201204,tweet_id:1775463252174201204
ionuț 95 (fan account),@BraveForGaga95,2024-04-03T20:38:02.000Z,False,"""Lady Gaga iS dEsPeRaTe FoR ThAt OsCaR""

Meanwhile Lady Gaga",8,92,446,10K,[],[],[],https://pbs.twimg.com/profile_images/1640038343093231618/S3QhQexn_normal.jpg,https://twitter.com/BraveForGaga95/status/1775623818033152247,tweet_id:1775623818033152247
sayani :)(:,@kgleeb,2024-04-03T14:25:03.000Z,False,"forget first episode, glee got me from its very first line",17,2.5K,23K,867K,[],[],[],https://pbs.twimg.com/profile_images/1756838459128340480/OkyiMDZR_normal.jpg,https://twitter.com/kgleeb/status/1775529955113292111,tweet_id:1775529955113292111
Sawyer Merritt,@SawyerMerritt,2024-04-03T14:41:46.000Z,True,"Previous version of FSD have had a very hard time dealing with this kind of stuff.

FSD 12 nailed it.",20,37,590,85K,[],[],[],https://pbs.twimg.com/profile_images/1756731259961683968/MljVGgIm_normal.jpg,https://twitter.com/SawyerMerritt/status/1775534161320616246,tweet_id:1775534161320616246
Shayne Topp,@supershayne,2024-04-03T18:34:13.000Z,False,Now Amanda can hear the news,673,3.8K,59K,1.9M,[],[],[],https://pbs.twimg.com/profile_images/1377730802985824256/iaM2vttj_normal.jpg,https://twitter.com/supershayne/status/1775592658309935498,tweet_id:1775592658309935498
Watcher.Guru,@WatcherGuru,2024-04-03T16:18:41.000Z,True,JUST IN: 🇺🇸 FED Chair Jerome Powell says don't expect interest rate cuts until more confidence on inflation.,409,854,5.1K,603K,[],[],['\\U0001f1fa\\U0001f1f8'],https://pbs.twimg.com/profile_images/1641221212578754562/DfiC0KW2_normal.png,https://twitter.com/WatcherGuru/status/1775558552381260055,tweet_id:1775558552381260055
joao,@cryboutitiater,2024-04-04T01:32:48.000Z,False,170 DIAS!!! @KATYPERRY X @ROCKINRIO 🦋,8,28,187,2.7K,[],"['@KATYPERRY', '@ROCKINRIO']",['\\U0001f98b'],https://pbs.twimg.com/profile_images/1727185810741399552/-Xm3Bwn5_normal.jpg,https://twitter.com/cryboutitiater/status/1775697998346870820,tweet_id:1775697998346870820
Joey Monda,@joeymonda,2024-04-03T02:16:54.000Z,True,Lady Gaga said ░MY░PUSSY░IN░BIO░,3,72,1.1K,30K,[],[],[],https://pbs.twimg.com/profile_images/1721609817855320064/Dx729OfX_normal.jpg,https://twitter.com/joeymonda/status/1775346710983631029,tweet_id:1775346710983631029
Conan Gray Brasil,@conangraybrasil,2024-04-03T22:07:44.000Z,False,"Momento em que Conan Gray mostra uma das páginas do encarte do ‘Found Heaven’ que explica o símbolo do álbum. 

""Uma gota para as lágrimas, uma estrela para a magia. Nada aconteceu como você imaginou, mas você encontrou o paraíso""",1,30,129,1.8K,[],[],[],https://pbs.twimg.com/profile_images/1755792798136082432/O1bb7ZZg_normal.jpg,https://twitter.com/conangraybrasil/status/1775646391580115137,tweet_id:1775646391580115137
Shakira Radio Stats,@Shakira_Radio,2024-04-03T19:22:05.000Z,False,Not Shakira dragging North Americans’ uncultured asses 😭,6,62,446,13K,[],[],['\\U0001f62d'],https://pbs.twimg.com/profile_images/1762292889114034176/QuFVGP87_normal.jpg,https://twitter.com/Shakira_Radio/status/1775604704409461015,tweet_id:1775604704409461015
BBC News (World),@BBCWorld,2024-04-02T05:12:45.000Z,True,China property giant Country Garden suspends shares in Hong Kong,21,23,104,107K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775028576506528054,tweet_id:1775028576506528054
Katy Perry Activity,@KatyActivity,2024-04-03T13:43:29.000Z,False,Katy Perry x American Idol,1,45,306,3.8K,[],[],[],https://pbs.twimg.com/profile_images/1675966485557018626/Q_FO29im_normal.jpg,https://twitter.com/KatyActivity/status/1775519492438692022,tweet_id:1775519492438692022
Bitcoin Magazine,@BitcoinMagazine,2024-04-03T17:15:34.000Z,True,"JUST IN: 🇺🇸 BlackRock and Fidelity now own a combined 402,697 #BTC worth $26.7 billion for their spot #Bitcoin ETFs 👀",190,474,2.6K,119K,"['#BTC', '#Bitcoin']",[],"['\\U0001f1fa\\U0001f1f8', '\\U0001f440']",https://pbs.twimg.com/profile_images/1444022922377576453/AzvXYXGr_normal.jpg,https://twitter.com/BitcoinMagazine/status/1775572865934409751,tweet_id:1775572865934409751
Scott Adams,@ScottAdamsSays,2024-04-03T15:21:48.000Z,True,Every change to our voting system seems designed to make it harder to know if cheating happened.,286,1.2K,6.9K,253K,[],[],[],https://pbs.twimg.com/profile_images/1765853097027678208/TeO4k07J_normal.jpg,https://twitter.com/ScottAdamsSays/status/1775544235066102022,tweet_id:1775544235066102022
Katy Perry Today,@todaykatyp,2024-04-03T01:31:39.000Z,True,i’m loving the friendship of sza & katy perry,8,100,1K,18K,[],[],[],https://pbs.twimg.com/profile_images/1704992986700955648/p2r2sPv7_normal.jpg,https://twitter.com/todaykatyp/status/1775335320906572150,tweet_id:1775335320906572150
katelyn,@katelynrvra,2024-04-03T19:42:01.000Z,True,the way you guys use Mexican as an insult is fucking weird,249,2.3K,20K,1.8M,[],[],[],https://pbs.twimg.com/profile_images/1765309930490445824/WqsF9NzE_normal.jpg,https://twitter.com/katelynrvra/status/1775609723284533317,tweet_id:1775609723284533317
Owen Benjamin,@OwenBenjamin,2024-04-03T17:24:42.000Z,True,Silver is up 8% in a week. And here is a video of the “genius” inventor of ethereum. Call me crazy but I’m sticking with the store of wealth from back in the far before time when mental illness wasn’t praised as a virtue.,106,89,876,161K,[],[],[],https://pbs.twimg.com/profile_images/1703483438978973696/V2afg9sl_normal.jpg,https://twitter.com/OwenBenjamin/status/1775575164685819964,tweet_id:1775575164685819964
Andrew Tate,@Cobratate,2024-04-03T18:21:59.000Z,True,You’re right on a lot but wrong on crypto,75,18,982,305K,[],[],[],https://pbs.twimg.com/profile_images/1728837013023895552/nCHrdjlh_normal.jpg,https://twitter.com/Cobratate/status/1775589578918776983,tweet_id:1775589578918776983
CharlieIntel,@charlieINTEL,2024-04-03T21:19:33.000Z,True,The upcoming Cheech & Chong MW3 & Warzone Operator Bundle has a weapon tracer that will turn enemies into joints.,540,2.6K,20K,2.8M,[],[],[],https://pbs.twimg.com/profile_images/1687158312071020560/tmCw3sa1_normal.jpg,https://twitter.com/charlieINTEL/status/1775634265746661569,tweet_id:1775634265746661569
Andrew Tate,@Cobratate,2024-03-01T16:27:34.000Z,True,Get yours at http://topg.com unless youre gay.,1K,698,14K,1.4M,[],[],[],https://pbs.twimg.com/profile_images/1728837013023895552/nCHrdjlh_normal.jpg,https://twitter.com/Cobratate/status/1763601986891489431,tweet_id:1763601986891489431
billboard,@billboard,2024-04-03T22:01:42.000Z,True,Dua Lipa Teases Snippets of New Album ‘Radical Optimism’: ‘It’s the Beauty of the Chaos’,6,5,46,16K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775644874357813560,tweet_id:1775644874357813560
BBC News (World),@BBCWorld,2024-04-02T06:47:02.000Z,True,"Florida's top court ushers in six-week abortion ban, but voters will have their say",66,28,86,109K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775052303415771563,tweet_id:1775052303415771563
Nicki Minaj,@NICKIMINAJ,2024-04-03T08:40:27.000Z,True,About to go on station head to give out tkts,241,353,2.9K,271K,[],[],[],https://pbs.twimg.com/profile_images/1717601605833695232/tmJ6cbTv_normal.jpg,https://twitter.com/NICKIMINAJ/status/1775443234702913621,tweet_id:1775443234702913621
billboard,@billboard,2024-04-03T16:29:37.000Z,True,YG and His 4Hunnid Label Partner With BMG,2,5,27,15K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775561300640182699,tweet_id:1775561300640182699
DogeDesigner,@cb_doge,2024-04-02T09:26:26.000Z,True,"""This is a battle for the future of civilization. If free speech is lost even in America, tyranny is all that lies ahead.""",347,518,2.2K,56K,[],[],[],https://pbs.twimg.com/profile_images/1498070100393754625/C2V-fbll_normal.jpg,https://twitter.com/cb_doge/status/1775092415562473939,tweet_id:1775092415562473939
Andrew Tate,@Cobratate,2023-12-18T19:51:24.000Z,True,"This Playlist is designed to give you POWER.

FIRE BLOOD.

BADMANNNN RIDDIMS

The Power is GUARANTEED.

But what will you use this power for?

This Playlist holds some of the exact RIDDIMS I listened to on my ascent to 4x World Champion.

It holds the music that powered up my…",1.1K,1.6K,12K,5.5M,[],[],[],https://pbs.twimg.com/profile_images/1728837013023895552/nCHrdjlh_normal.jpg,https://twitter.com/Cobratate/status/1736836581942595666,tweet_id:1736836581942595666
BBC News (World),@BBCWorld,2024-04-02T14:42:24.000Z,True,Man charged with murder of Irish woman in New York,50,27,98,118K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775171932486316344,tweet_id:1775171932486316344
KYRI,@DestinyKyri,2024-04-02T23:01:52.000Z,False,Baltimore did they big one with the Barbie Dangerous Lemon Drop 😭 #GagCityBaltimore,12,149,1.1K,49K,['#GagCityBaltimore'],[],['\\U0001f62d'],https://pbs.twimg.com/profile_images/1773036056058691584/EV9rdY7__normal.jpg,https://twitter.com/DestinyKyri/status/1775297625849286687,tweet_id:1775297625849286687
billboard,@billboard,2024-04-02T14:08:52.000Z,True,Save the date! #BillboardLatinWeek is returning to Miami this October. 😎🌴,4,15,95,21K,['#BillboardLatinWeek'],[],"['\\U0001f60e', '\\U0001f334']",https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775163495207592081,tweet_id:1775163495207592081
shakirastuff | fan account,@shakirastuff_,2024-04-04T02:13:20.000Z,True,"“Whenever, Wherever” had its biggest streaming day of 2024 on Spotify yesterday (479,768 streams), and “La Tortura” had its biggest streaming day ever on the platform (408,059).

[source: @Shakira_Vitium]",0,8,53,796,[],['@Shakira_Vitium'],[],https://pbs.twimg.com/profile_images/1759340944015478784/qXQn_3AL_normal.jpg,https://twitter.com/shakirastuff_/status/1775708199762473110,tweet_id:1775708199762473110
Joey Monda,@joeymonda,2024-04-02T22:21:15.000Z,True,Lady Gaga screaming “JOKERS” two days after she announced she was going to be in Joker 2… so iconic,3,111,1.1K,27K,[],[],[],https://pbs.twimg.com/profile_images/1721609817855320064/Dx729OfX_normal.jpg,https://twitter.com/joeymonda/status/1775287408021377491,tweet_id:1775287408021377491
BBC News (World),@BBCWorld,2024-04-03T15:56:20.000Z,True,Could Ethiopian emperor’s stolen clothes be found in Manchester?,43,23,96,92K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775552926494118202,tweet_id:1775552926494118202
Variety,@Variety,2024-04-03T17:00:02.000Z,True,Kirsten Dunst on Jonathan Glazer’s Oscars speech: “My interpretation was he was saying that genocide is bad.” https://wp.me/pc8uak-1lDWTx,277,4.7K,39K,3.7M,[],[],[],https://pbs.twimg.com/profile_images/1610752949550186496/X5zYP9oV_normal.jpg,https://twitter.com/Variety/status/1775568956281012366,tweet_id:1775568956281012366
Whale Alert,@whale_alert,2024-04-03T19:59:08.000Z,True,"🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨  4,824 #BTC (317,962,687 USD) transferred from unknown wallet to Coinbase Institutionalhttps://whale-alert.io/transaction/bitcoin/9a4c7bf86a8b2dabd9755bc282f57ef2b49c85168c137fe1a2458011cad952dd…",46,55,426,86K,['#BTC'],[],"['\\U0001f6a8', '\\U0001f6a8', '\\U0001f6a8', '\\U0001f6a8', '\\U0001f6a8', '\\U0001f6a8', '\\U0001f6a8', '\\U0001f6a8', '\\U0001f6a8', '\\U0001f6a8']",https://pbs.twimg.com/profile_images/1132579647374417921/9ifIGXEQ_normal.png,https://twitter.com/whale_alert/status/1775614027319661021,tweet_id:1775614027319661021
✪ beab ✪,@chrliebrwnn,2024-04-03T17:02:37.000Z,False,conan is getting 2 streams for found heaven,2,3,26,1.3K,[],[],[],https://pbs.twimg.com/profile_images/1775182780780916737/evyM_p2H_normal.jpg,https://twitter.com/chrliebrwnn/status/1775569608914637193,tweet_id:1775569608914637193
jam ➵,@jdkaknak,2024-04-02T18:00:46.000Z,True,we're literally in 4 different eras currently,16,288,4.4K,125K,[],[],[],https://pbs.twimg.com/profile_images/1750911960672071682/LVhqucf9_normal.jpg,https://twitter.com/jdkaknak/status/1775221853788807282,tweet_id:1775221853788807282
Halleys comet,@hte189,2024-04-03T07:06:26.000Z,True,"This song is so hated in this fandom, but it's a fuking masterpiece",76,260,2.8K,88K,[],[],[],https://pbs.twimg.com/profile_images/1774304472153604096/vdHyVkUq_normal.jpg,https://twitter.com/hte189/status/1775419570855235990,tweet_id:1775419570855235990
DogeDesigner,@cb_doge,2024-04-02T06:57:30.000Z,True,"""Sunlight is the best disinfectant.""",217,219,1.1K,36K,[],[],[],https://pbs.twimg.com/profile_images/1498070100393754625/C2V-fbll_normal.jpg,https://twitter.com/cb_doge/status/1775054936021086324,tweet_id:1775054936021086324
ًnash found heaven ✪,@liquorcupss,2024-04-03T22:06:16.000Z,False,the final fight is about wishing you were the one that said the last thing before the relationship ended so i guess that’s why it’s so short i imagine it like a back and forth and then it ends abruptly cuz he didn’t got the last word so you just listen to it again and again,2,2,45,886,[],[],[],https://pbs.twimg.com/profile_images/1774314329665343488/DYL4Lh05_normal.jpg,https://twitter.com/liquorcupss/status/1775646022733123815,tweet_id:1775646022733123815
Elmo,@elmo,2024-04-03T14:40:07.000Z,True,"If anybody needs Elmo, Elmo will be right here coloring! 🖍️👍",351,1.8K,18K,342K,[],[],"['\\U0001f58d\\ufe0f', '\\U0001f44d']",https://pbs.twimg.com/profile_images/1281234061357391873/a_eRlunA_normal.jpg,https://twitter.com/elmo/status/1775533746134884586,tweet_id:1775533746134884586
monster reactions,@LMonsterReacts,2024-04-03T14:44:10.000Z,False,highkey need gaga to do some comedy after the joker 2 cycle,22,11,247,15K,[],[],[],https://pbs.twimg.com/profile_images/1397707952576995334/ph0xl1E-_normal.jpg,https://twitter.com/LMonsterReacts/status/1775534766424485931,tweet_id:1775534766424485931
ice spice ☆,@icespicee_,2024-04-03T20:24:27.000Z,True,de lo mio 💋🇩🇴,3.5K,16K,88K,21M,[],[],"['\\U0001f48b', '\\U0001f1e9\\U0001f1f4']",https://pbs.twimg.com/profile_images/1741712080003100672/Reg8T25n_normal.jpg,https://twitter.com/icespicee_/status/1775620398631227511,tweet_id:1775620398631227511
dash,@chromaticawins,2024-04-02T16:07:38.000Z,False,THE WAY IT LOOKS LIKE THEYRE ON A STAGE WITH A SPOTLIGHT ON THEM BUT ITS ACTUALLY LIGHT FROM A PRISON WINDOW OH TODD YOUR MIND…,6,303,2.6K,54K,[],[],[],https://pbs.twimg.com/profile_images/1723209951257018368/K6yHN_Jh_normal.jpg,https://twitter.com/chromaticawins/status/1775193384195354717,tweet_id:1775193384195354717
NoelCaslerComedy,@caslernoel,2024-04-03T19:19:05.000Z,True,"‘They met in a diner in Ft. Lauderdale, a greasy spoon that Trump knew well. He would often send a flunky there for chili fries ‘best ones south of Palm Beach’ he liked to say. He was a connoisseur of salt & fat. His two fav food groups. For someone who sculpted his…",1,1.5K,5.9K,395K,[],[],[],https://pbs.twimg.com/profile_images/1471163397437800451/Kit1MdGD_normal.jpg,https://twitter.com/caslernoel/status/1775603950567281014,tweet_id:1775603950567281014
